Similarity Score,Original Sentence (Keep),Duplicate Sentence (Remove)
0.9388,nadeliver nung rider yung parcel pero basura yung quality nung item na to,nadeliver nung rider yung parcel pero basura naman yung quality nung amoy
0.8827,maayos yung packaging at hinde nayupi yung box nung dumating sa bahay,okay yung pack at secured ang parcel nung dumating sa bahay
0.8678,maayos yung packaging at hinde nayupi yung box nung dumating sa bahay,maayos yung packaging at secured ang item nung dumating sa bahay
0.8639,maayos yung packaging at hinde nayupi yung box nung dumating sa bahay,packaging is very good at walang kahit anong yupi yung box nung dumating
0.8737,maayos yung packaging at hinde nayupi yung box nung dumating sa bahay,packaging is good at walang yupi yung box nung dumating sa amin
0.8789,pag may zero star lang bibilisan ko pindot kasi hinde worth it yung case,pag may zero star bibilisan ko pindot kasi hinde worth it yung incense
0.9362,sapat na yung quality para sa price pero wag asahan na makapal siya,sapat lang yung quality para sa presyo pero wag asahan na matibay
0.8716,sapat na yung quality para sa price pero wag asahan na makapal siya,sapat lang yung quality para sa presyo pero wag asahan na matibay yung plastic
0.8666,sapat na yung quality para sa price pero wag asahan na makapal siya,sakto lang yung presyo para sa quality niya pero wag mag expect ng sobra kasi mumurahin lang ito
0.8665,nakuha ko na yung order at saktong sakto yung bilang nung pouches sa set,nakuha ko na yung order at complete yung baskets na kasama sa pack
0.8516,pag may zero star bibilisan ko pindot kasi hinde talaga gumagana yung hub,pag may zero star bibilisan ko pindot kasi hinde talaga working yung spray niyo
0.9720,thank you seller kasi nakuha ko yung saktong variant na gusto ko,thank you seller kasi nakuha ko yung saktong variant na inorder ko
0.9720,thank you seller kasi nakuha ko yung saktong variant na gusto ko,thank you seller kasi nakuha ko yung saktong variant na inorder ko
0.9423,thank you seller kasi nakuha ko yung saktong variant na gusto ko,thank you seller kasi nakuha ko yung saktong variant na inorder
0.8976,thank you seller kasi nakuha ko yung saktong variant na gusto ko,salamat seller kasi nakuha ko yung saktong color na inorder ko
0.8754,thank you seller kasi nakuha ko yung saktong variant na gusto ko,salamat seller kasi saktong variant yung nakuha ko para sa kitchen ko
0.9720,thank you seller kasi nakuha ko yung saktong variant na gusto ko,thank you seller kasi nakuha ko yung saktong variant na inorder ko
0.8979,thank you seller kasi nakuha ko yung saktong variant na gusto ko,salamat seller kasi saktong variant yung nakuha ko para sa tools ko
0.8707,thank you seller kasi nakuha ko yung saktong variant na gusto ko,salamat seller kasi saktong variant yung nakuha ko para sa project
0.8934,thank you seller kasi nakuha ko yung saktong variant na gusto ko,salamat seller kasi saktong variant yung nakuha ko para sa pusa ko
0.8569,thank you seller kasi nakuha ko yung saktong variant na gusto ko,salamat seller kasi saktong variant yung nakuha ko para sa sensitive skin
0.9399,thank you seller dahil maayos yung packaging at hinde basag yung bulb,thank you seller kasi maayos ang packaging at naka bubble wrap pa
0.8613,thank you seller dahil maayos yung packaging at hinde basag yung bulb,thank you seller kasi secured ang packaging at walang kahit anong damage
0.8748,bilis iship out nung seller at napaka functional nung item para sa bahay,bilis iship out nung seller at napaka functional nung rolling pin sa bahay
0.8567,bilis iship out nung seller at napaka functional nung item para sa bahay,bilis iship out ni seller at napaka functional nung icing set sa bahay
0.8586,bakit nmn biglang ayaw gumana nung spray nadeliver niyo sayang pera,bakit naman biglang ayaw gumana nung switch nadeliver niyo sayang pera
0.9742,bakit nmn biglang ayaw gumana nung spray nadeliver niyo sayang pera,bakit naman biglang ayaw gumana nung sprayer nadeliver niyo sayang pera
0.8800,maganda matagal dumating pero worth it dahil matibay yung tip,maganda matagal dumating pero worth it dahil malinis yung gupit nung kuko
0.8640,nakuha ko na yung parcel at saktong sakto yung dami nung washi rolls,nakuha ko na yung parcel at saktong sakto yung dami nung stickers
0.9463,nakuha ko na yung parcel at saktong sakto yung dami nung washi rolls,nakuha ko na yung parcel at saktong sakto yung dami nung rolls
0.8763,disappointed ako kasi kulang ng isang roll yung nadeliver sa akin,disappointed ako kasi kulang ng isang needle yung nadeliver sakin
0.8575,disappointed ako kasi kulang ng isang roll yung nadeliver sa akin,disappoint ako kasi kulang ng dalawang rolyo yung nadeliver sa akin
0.8575,disappointed ako kasi kulang ng isang roll yung nadeliver sa akin,disappoint ako kasi kulang ng dalawang rolyo yung nadeliver sa akin
0.8827,hinde ko marecommend itong shop dahil hinde match yung designs sa picture,hinde ko marecommend itong shop dahil hinde match yung thickness sa pic
0.8940,hinde ko marecommend itong shop dahil hinde match yung designs sa picture,hinde ko marecommend itong shop dahil hinde match yung item sa pic
0.8950,ang bilis iship out ni seller at napaka pulido nung packaging nung tapes,bilis iship out ni seller at napaka pulido nung packaging nung item
0.8677,ang bilis iship out ni seller at napaka pulido nung packaging nung tapes,mabilis iship out nung seller at napaka pulido nung packaging nung item
0.8937,ang bilis iship out ni seller at napaka pulido nung packaging nung tapes,bilis iship out nung seller at napaka pulido nung pagkaka package
0.8613,ang bilis iship out ni seller at napaka pulido nung packaging nung tapes,bilis iship out ni seller at napaka pulido nung pagkaka pack nung item
0.8937,ang bilis iship out ni seller at napaka pulido nung packaging nung tapes,bilis iship out nung seller at napaka pulido nung pagkaka package
0.8613,ang bilis iship out ni seller at napaka pulido nung packaging nung tapes,bilis iship out ni seller at napaka pulido nung pagkaka pack nung item
0.8537,mahina masyado yung adhesive nung washi tape nadeliver niyo sayang pera,sadyang mahina yung kapit nung adhesive nadeliver niyo sayang pera
0.8637,nadeliver agad nung rider yung parcel at walang basag yung bote,agad nadeliver nung rider yung parcel nang mabilis at walang bawas yung item
0.8750,nadeliver agad nung rider yung parcel at walang basag yung bote,agad nadeliver nung rider yung parcel nang mabilis at walang bawas
0.8612,nadeliver agad nung rider yung parcel at walang basag yung bote,agad nadeliver nung rider yung parcel at saktong sakto yung bilang
0.8982,nadeliver agad nung rider yung parcel at walang basag yung bote,agad nadeliver nung rider yung parcel nang mabilis at walang bawas yung laman
0.8623,disappointed ako kasi may mga lukot na sheets nung binuksan ko,disappointed kasi may tupi yung dulo nung papel nung binuksan ko
0.8766,saktong sakto yung size nung stickers hinde siya masyadong malaki,saktong sakto yung size nung tape hinde siya masyadong malapad
0.8577,arrived na yung order at satisfied buyer here sa lambot nung brush,arrived na yung order at satisfied buyer here sa tibay nung material
0.8577,arrived na yung order at satisfied buyer here sa lambot nung brush,arrived na yung order at satisfied buyer here sa tibay nung material
0.8999,nadeliver agad nung rider yung parcel at walang damage yung item,agad nadeliver nung rider yung parcel nang mabilis at walang bawas yung item
0.8546,nadeliver agad nung rider yung parcel at walang damage yung item,agad nadeliver nung rider yung parcel nang mabilis at walang bawas yung laman
0.8627,arrived na yung order at satisfied buyer here sa thickness nung paper,arrived na yung order at satisfied buyer here sa tibay nung material
0.8627,arrived na yung order at satisfied buyer here sa thickness nung paper,arrived na yung order at satisfied buyer here sa tibay nung material
0.9164,mabilis nadeliver nung rider at maayos yung pagkakabalot nung item sa box,mabilis nadeliver nung rider at maayos yung pagkakabalot nung item
0.8509,medyo neutral yung rating ko kasi okay yung grip pero manipis yung rubber,medyo neutral yung rating ko kasi okay yung material pero masyadong magaan
0.8600,medyo neutral yung rating ko kasi okay yung grip pero manipis yung rubber,medyo neutral yung rating ko kasi okay yung nozzles pero manipis yung bag
0.9033,arrived na yung order at satisfied buyer here sa tibay nung stainless material,arrived na yung order at satisfied buyer here sa tibay nung material
0.9033,arrived na yung order at satisfied buyer here sa tibay nung stainless material,arrived na yung order at satisfied buyer here sa tibay nung material
0.9413,kulang sa pulido yung pagkagawa dahil may mga sharp edges yung handle nung whisk,kulang sa pulido yung pagkagawa dahil may mga sharp edges yung handle
0.8579,kulang sa pulido yung pagkagawa dahil may mga sharp edges yung handle nung whisk,kulang sa pulido yung pagkagawa dahil may mga sharp edges yung tip nung bote
0.8894,panalo itong budol dahil hinde nangingitim yung bakal kahit nababasa palagi,panalo itong budol dahil hinde kinakalawang yung metal kahit palaging nababasa
0.9161,mabilis dumating yung order at maayos yung pagkakabalot ni seller sa item,mabilis nadeliver nung seller at maayos yung pagkakabalot nung item
0.9077,sulit na purchase dahil makapal yung stainless hinde siya basta basta nayuyupi,sulit na purchase dahil makapal yung metal hinde siya basta napupudpod
0.8773,ano ba naman itong nakuha ko parang madaling mabali yung metal sa nipis,ano ba naman itong nakuha ko parang madaling mabali yung shaft sa nipis
0.8575,ano ba naman itong nakuha ko parang madaling mabali yung metal sa nipis,ano ba naman itong nakuha ko parang madaling mapunit yung plastic
0.8895,thank nadeliver niyo agad yung parcel bago yung schedule nung baking,thank nadeliver niyo agad yung parcel bago yung schedule nung repair
0.9251,thank nadeliver niyo agad yung parcel bago yung schedule nung baking,thank nadeliver niyo agad yung parcel bago yung schedule nung ligo
0.8680,received ko na yung parcel at maayos yung condition nung item nung dumating,nakuha ko na yung parcel at maayos naman ang pagkakabalot nito
0.8828,received ko na yung parcel at maayos yung condition nung item nung dumating,received ko na yung item at maayos naman ang pagkaka pack
0.9568,received ko na yung parcel at maayos yung condition nung item nung dumating,received ko na yung parcel at maayos ang condition nung item
0.9416,received ko na yung parcel at maayos yung condition nung item nung dumating,nareceive ko na yung parcel at maayos naman ang condition nung item na nakuha
0.8717,received ko na yung parcel at maayos yung condition nung item nung dumating,maayos naman ang condition nung item nung tinanggap ko parcel
0.9416,received ko na yung parcel at maayos yung condition nung item nung dumating,nareceive ko na yung parcel at maayos naman ang condition nung item na nakuha
0.8812,ayaw ko na dito dahil hinde match yung tips sa description nung seller,ayaw ko na dito dahil hinde match yung length sa description ni seller
0.8855,ayaw ko na dito dahil hinde match yung tips sa description nung seller,ayaw ko na dito dahil hinde match yung size sa description ni seller
0.8872,maganda matagal dumating pero worth it dahil hinde umiinit yung wire,maganda matagal dumating pero worth it dahil hinde siya nag h-heat
0.8682,maayos yung packaging at napaka functional nung item para sa bahay,maayos yung packaging at napaka functional nung item para sa grooming
0.8735,hinde sayang pera dito kasi saktong sakto yung dami nung saksakan,hinde sayang pera dito kasi saktong sakto yung talim nung nakuha ko
0.8857,disappointed ako kasi manipis masyado yung tape parang madaling mabutas,disappointed ako kasi manipis masyado yung brush parang madaling mabutas
0.8874,received ko na yung parcel at satisfied buyer here sa quality nung tape,received ko na yung parcel at satisfied buyer here sa quality nung leds
0.8896,received ko na yung parcel at satisfied buyer here sa quality nung tape,received ko na yung parcel at satisfied buyer here sa quality nung bristles
0.8536,hinde ko marecommend itong shop dahil hinde match yung specs sa box,hinde ko marecommend itong shop dahil hinde match yung item sa pic
0.8514,hinde ko marecommend itong shop dahil hinde match yung specs sa box,hinde ko marecommend itong shop dahil hinde match yung flavor sa description
0.8824,packaging nung item ay pulido at mabilis iship out ni seller,bilis iship out ni seller at napaka pulido nung pagkaka pack nung item
0.9638,packaging nung item ay pulido at mabilis iship out ni seller,packaging nung item ay pulido at mabilis iship out ni seller nung order
0.8617,packaging nung item ay pulido at mabilis iship out ni seller,mabilis nadeliver yung parcel at maayos naman ang pagkaka pack ni seller
0.8645,packaging nung item ay pulido at mabilis iship out ni seller,mabilis nadeliver ang parcel at secured ang packaging ni seller
0.8773,packaging nung item ay pulido at mabilis iship out ni seller,mabilis nadeliver ang parcel at maayos ang packaging ni seller
0.8592,packaging nung item ay pulido at mabilis iship out ni seller,mabilis nadeliver ang parcel at maayos ang packaging ni seller kanina
0.8705,packaging nung item ay pulido at mabilis iship out ni seller,mabilis nadeliver ang parcel at maayos ang pagkaka pack ni seller
0.8515,packaging nung item ay pulido at mabilis iship out ni seller,nadeliver na ang item at maayos naman ang pagkaka pack ni seller
